"x"
"1" 4.18339860874406
"2" 2.60956534999018
"3" 4.23831265372808
"4" 3.55579351171074
"5" 4.09944534900953
"6" 4.86722262982096
"7" 4.38236904682288
"8" 3.13894503348519
"9" 4.37892531640333
"10" 5.46759963379786
"11" 4.40881677189809
"12" 4.44832535698536
"13" 3.96056573136151
"14" 4.39122285428689
"15" 4.43193527302614
"16" 4.30526744878078
"17" 4.13764522950577
"18" 4.31033157512609
"19" 6.89306810704997
"20" 5.48345675526149
"21" 5.35081905812114
"22" 4.60655888347325
"23" 4.41999318608848
"24" 4.49634153823753
"25" 3.97845416384625
"26" 4.0237002921267
"27" 4.32249668083987
"28" 4.3578593044005
"29" 3.73710714582134
"30" 3.52932104215132
