"x"
"1" 9.59108101179752
"2" 8.88671756888828
"3" 7.60080888008046
"4" 65.4067747127529
"5" 7.75071682401778
"6" 9.56145822364213
"7" 0.0444215427800883
"8" 5.430041247829
"9" 6.37515499259472
"10" 2.15074909941255
"11" 4.81084805818525
"12" 3.7779785235013
"13" 4.89374033171433
"14" 8.99512949227487
"15" 8.94951164840111
"16" 7.31282677047622
"17" 5.6627192470885
"18" 19.9705113097583
"19" 7.74726845631998
"20" 9.45558556025273
"21" 7.26534965272486
"22" 8.68459131968195
"23" 1.82855464462965
"24" 9.00960487105429
"25" 5.52792729664331
"26" 9.57852810593269
"27" 6.12560472251184
"28" 5.04187652742476
"29" 6.27659397717703
"30" 4.44366710813854
