"V1" "V2" "V3"
"41" 1.04407224398891e-15 4.01563486905111e-16 -2.35233797793552e-15
"42" -1.30970283828425e-24 2.34694153083629e-24 6.71870375654701e-24
"43" 1.30958788063045e-17 2.18751792894873e-17 4.37032179468316e-17
"44" 1.65372332264458e-27 1.94112130159544e-26 -1.66828473957287e-26
"45" 3.0893905453033e-22 -1.47183549850414e-22 3.21145541760796e-22
"46" -4.92730978834097e-27 4.75271404683601e-27 -1.24827628605598e-27
"47" 1.67242664690125e-36 1.57757556327996e-36 -1.3869062588961e-36
"48" -1.14211384320602e-32 9.74338582029687e-33 -1.05677007024809e-32
"49" 3.84468283554195e-25 -3.21676129999109e-25 -4.30974733714511e-25
"50" -1.18098588458926e-25 -2.18791735477734e-26 -2.02502761158128e-26
"51" -8.04259631153503e-28 -1.2405886201449e-26 -1.11533152843389e-27
"52" 4.80161644945165e-31 -1.22518718780552e-30 -9.01398283949141e-31
"53" -1.21103725780617e-26 -2.12031653137908e-26 -3.13864457015467e-27
"54" 2.53783860416655e-26 1.08269167020646e-26 -2.62056904942614e-26
"55" -3.92186100135634e-35 5.16703131003297e-35 1.39668578433277e-34
"56" 2.26557387978179e-26 -2.39226900769012e-26 1.45341081512939e-25
"57" 1.18372488761056e-35 3.59625890415935e-36 -1.2412356950088e-35
"58" 2.62034558483656e-23 -1.76992718495832e-23 -4.5918781700713e-24
"59" 3.36441869203509e-28 4.25205210324246e-29 3.36978153973497e-28
"60" -5.81310943317641e-26 -1.07246908441488e-25 7.6376085897321e-26
"61" -1.51601996254663e-25 -8.57276995412335e-26 2.77012344200103e-25
"62" -1.85052021117473e-23 1.17292824070405e-22 1.87473692535832e-22
"63" -3.94461810244338e-25 -2.13097793930138e-25 3.95424859687753e-25
"64" -8.54579956946765e-42 7.69637462342346e-43 1.00249114772012e-41
"65" 1.00268714879917e-23 -6.31955453250685e-24 -1.74349862031861e-24
"66" -5.32550764462548e-42 3.93423086292715e-41 6.57101538703455e-42
"67" 1.18988347398546e-25 -1.81456983964383e-25 -1.15044352816354e-24
"68" -2.60435279792198e-25 3.31005539261699e-25 4.39859851646489e-26
"69" 2.50420180920421e-26 -4.55773457161715e-26 -3.94725604830584e-26
"70" 2.88672518412347e-34 4.65320574301283e-34 4.87336732301314e-34
"71" 3.60603327656818e-24 2.16761482875204e-23 -5.85567779635535e-24
"72" 4.61515984008991e-25 3.87697251202179e-25 1.4076318413002e-24
"73" -8.40399046197696e-25 -4.72921113706499e-25 4.4191126998477e-24
"74" -1.87660805077789e-24 -1.73919911418193e-24 -7.99832522940701e-24
"75" -6.20231971859405e-24 3.91482107166456e-25 3.78061328091866e-24
"76" 9.78233284253217e-25 -4.23521894393223e-24 -3.32269352350358e-24
"77" 1.6603894569245e-23 -3.71641566969426e-23 4.90583226160331e-23
"78" 3.20855139741861e-33 1.76348062345603e-33 -9.73890187768899e-33
"79" 2.37886026814603e-24 4.07682885065644e-24 1.11427058057694e-24
"80" 9.11262995256077e-44 -2.44380693714719e-43 -1.13107793094474e-43
"81" 6.06342962419972e-34 -3.73174932114867e-34 2.02434334166601e-34
"82" -2.4383246342892e-25 2.17116655224856e-25 3.6906009058812e-25
"83" -4.77423200331924e-24 -2.55403899873394e-24 -2.05980868890644e-25
"84" -1.4810274802659e-18 1.32171843342108e-18 -4.00683541580749e-20
"85" 2.91732133232854e-25 -8.24480775663003e-26 -2.31136997293906e-25
"86" 3.13326403662547e-39 -1.66783424134198e-38 1.90745716589392e-38
"87" -1.36336312601422e-16 8.52280737033413e-17 -8.47978303054993e-17
"88" -1.16344626991456e-24 4.57147939306292e-24 3.24879825706512e-24
"89" -1.56602021949063e-25 -3.41552796131219e-25 -4.49168214200626e-26
"90" -1.52847208850009e-25 -3.99841513767453e-26 6.89406786658712e-25
"91" 3.56502326693057e-25 -1.67492356238847e-26 -1.31844518462336e-26
"92" -1.77958258111343e-25 -3.65004881438981e-26 -2.55768426272133e-26
"93" -1.85777071715014e-24 -5.24699421181371e-24 -5.31147526715126e-24
"94" 8.98329065998335e-25 -7.01575176758874e-25 9.41179325591804e-25
"95" 2.46995149455916e-37 2.40576283414383e-38 1.6352607287516e-38
"96" -2.50671969360478e-27 6.77660249272344e-27 -3.68788434110682e-27
"97" -3.02039255039617e-26 1.71569084003468e-26 1.88824054565405e-25
"98" -6.04493908623259e-25 9.52478768820585e-25 7.6036322493645e-25
"99" -9.52951334315982e-26 1.38830873384232e-25 -1.7067606903724e-25
"100" -8.27732565361536e-25 1.18572182757808e-24 4.60494967464102e-25
"101" 5.55234253020574e-25 -3.05345038615536e-26 8.7646003807484e-25
"102" -1.3099158298911e-20 1.62728531817496e-20 2.0854691921246e-20
"103" 7.61585977114475e-24 8.68756204196244e-25 7.14632015584346e-24
"104" -1.77779796409895e-25 9.76931565451188e-26 6.80043362747432e-26
"105" -3.65064560862939e-26 -1.0509589092112e-25 2.97021510916647e-26
"106" 1.64137969146408e-25 1.69576932809534e-25 -1.70469489094779e-25
"107" 1.32924951799109e-36 -1.17420705182318e-36 1.49345708837082e-36
"108" 7.40287621935705e-24 2.96206024596036e-23 -5.93536295039974e-23
"109" 3.41288828086152e-25 -1.47919299654404e-25 7.6449918085671e-26
"110" -3.34133492997647e-25 -1.5010769707744e-24 -7.60938253714736e-25
"111" -5.59778100765018e-25 3.01745081465598e-25 -6.27629560122539e-25
"112" -4.47363092266545e-25 -9.12604421797859e-25 -6.8995028534938e-25
"113" -1.00758861421171e-26 -1.92844658867321e-25 -5.93770527043552e-25
"114" 1.21427762472472e-24 -6.07378871739116e-23 1.68797468923734e-23
"115" -1.18363065886577e-54 4.7251373985305e-55 1.85910835032236e-55
"116" -4.28885255395747e-24 -1.40700950615393e-25 3.31562566537877e-26
"117" -2.62271052679624e-21 -3.33245010721306e-22 1.33246092320373e-21
"118" -4.10687137092404e-25 -1.84213549698791e-25 2.71689410020407e-25
"119" 1.42073957397338e-24 -1.84376994106753e-25 -1.07790914100081e-25
"120" -1.10380562492096e-29 3.1659897120762e-27 8.49721648943581e-28
"121" 2.4752338415424e-24 -1.40410535397054e-24 5.7838557927532e-25
"122" 1.41343752097741e-24 -1.6013835754615e-24 2.45904391090131e-25
"123" 5.81356239390661e-29 -1.59783897962672e-29 -1.41650493573491e-28
"124" -1.86617034475483e-24 -4.21220377541732e-24 6.55344538567079e-24
"125" 2.91677205863357e-30 1.42846854393041e-31 -2.22512776536615e-30
"126" -1.25071833937797e-37 -2.62667635871375e-38 1.3009071296355e-37
"127" 7.23550448807231e-25 1.57695340838756e-24 2.06616514338981e-24
"128" -4.02129289753564e-25 2.701923446006e-25 -1.88122106055916e-25
"129" 3.30391792099214e-24 -1.46734168389487e-23 -1.48449242279192e-24
"130" -1.6081592135129e-33 -1.18827507020185e-33 3.30939657740587e-33
"131" 8.80642322571622e-25 8.60492320813014e-25 5.33243143375557e-25
"132" 1.2714259808847e-25 4.64429089475819e-25 1.44365317504747e-25
"133" 2.12824672665303e-32 -2.3753438791898e-32 -4.78809460488995e-34
"134" -9.39241874643083e-27 1.65704262686179e-26 1.79931953380063e-26
"135" 1.70445826122559e-22 2.98461242262147e-22 3.26733378488164e-22
"136" 7.98685016315101e-22 2.59797297035646e-21 5.60852540456979e-23
"137" -1.63348318143335e-24 -2.70013502001008e-24 1.2752893984458e-24
"138" 7.63655456887231e-26 3.56649504561481e-26 -2.41797953983574e-25
"139" 5.0349496551902e-25 4.44000064301573e-25 1.19595070039196e-25
"140" 6.69817058144023e-36 1.19532938552947e-35 -2.76190494048546e-36
"141" 9.6847655751923e-28 -7.62323126470791e-28 -9.44708859299671e-29
"142" 2.46679577555077e-24 -1.37096343720172e-25 1.40936533983975e-24
"143" -3.68644863028002e-27 -3.39011030999143e-27 -7.12108468578887e-27
"144" 1.0726274650543e-23 -3.30924913585831e-23 1.55326120096866e-23
"145" -5.11895763740258e-25 1.40995724665211e-24 -2.25142877293095e-24
"146" -2.4668633316305e-36 2.37081424617689e-37 -1.98137321712257e-35
"147" -1.15615799450512e-24 2.64745932592837e-24 -3.12703042273717e-24
"148" -3.82427305723574e-25 2.84127446695043e-25 -3.24325224409532e-25
"149" -1.82054170421418e-27 2.8615074656718e-27 4.17894167612537e-27
"150" -7.62344403282303e-26 -3.05866068899545e-25 7.73569913086565e-25
"151" -2.2134686672047e-24 3.75962355080127e-25 1.61717619134657e-26
"152" -8.09221798969175e-31 4.25357494408713e-31 -2.57943653251829e-31
"153" 1.1614316082544e-26 3.32440197623267e-26 5.39211115922004e-26
"154" 2.57483589447356e-29 -1.2319270438399e-29 -1.04313728783001e-29
"155" -1.53332375666785e-24 7.76020244507425e-25 -4.53875909236179e-26
"156" 1.62196407309837e-25 2.02870101902927e-26 7.14052005716189e-26
"157" 1.36212042406456e-26 -1.69105417593565e-26 -7.03035644819218e-27
"158" 4.60507065806881e-25 5.44817531157776e-26 -3.98490599902449e-25
"159" -1.13954695045964e-23 3.64585426467345e-24 6.23777013424128e-24
"160" 1.25048534630015e-26 -5.98678723672568e-27 1.27716609137794e-27
"161" 1.99033273560962e-24 -9.83410368417914e-25 -1.74303173726232e-24
"162" 1.56593639055826e-25 -5.35883472169641e-25 -1.37576074901742e-25
"163" 2.46914750812044e-25 6.43600766247368e-25 -3.64954820448159e-24
"164" 2.93622632475098e-26 5.89682114901664e-25 7.62462018989942e-26
"165" -2.82157755594374e-44 -4.1788876879486e-45 5.1700235674877e-44
"166" -1.19657967697924e-26 -2.28505770808159e-27 -1.4897967429727e-26
"167" -1.55774493523507e-55 3.74489567301006e-57 1.15486700613496e-55
"168" 3.51405862370713e-30 -8.55141551442227e-29 -4.37837463271657e-28
"169" 4.41417804197119e-23 -2.19600203997075e-23 -4.21366906781082e-23
"170" 5.76114078356695e-37 -4.26047502332897e-37 -1.20208089477911e-36
"171" -6.16320833786354e-27 -5.00256767404578e-28 6.00474777717164e-28
"172" 1.41636359159062e-24 -3.78298130000157e-24 7.44080549715972e-25
"173" 2.98895816147667e-27 9.06994228013636e-27 -2.12911935630745e-26
"174" -6.87288284320007e-25 8.93676912811769e-25 -2.35196585549944e-25
"175" 3.61270196098907e-26 3.28237392345018e-25 3.92829256502755e-26
"176" 5.13280507518131e-27 -1.44481433108726e-27 -1.74621911840788e-26
"177" -1.1600862753801e-39 2.44441431030255e-39 -2.01152312730654e-39
"178" 9.44413989761433e-38 2.93204217395971e-38 1.32963781357474e-37
"179" 4.20854784490166e-21 6.53792833002259e-22 -1.96313056475727e-21
"180" 2.38140893749638e-31 -5.00146626283115e-33 4.61234345080734e-31
"181" -4.08218391086148e-21 5.00459702976252e-21 5.26916569777768e-22
"182" -7.68717189768987e-25 -4.86671486921072e-25 1.06324879657648e-25
"183" 4.5263149655178e-28 -1.31742258940795e-28 2.25254243136564e-28
"184" 4.27402825804046e-12 -1.18353402295945e-10 2.91718054705756e-11
"185" 7.70274261551667e-27 -2.40133559956897e-26 1.55274797073274e-26
"186" -8.16889359570038e-39 -1.13147284641942e-37 -4.29439485370774e-38
"187" -8.27502100655233e-24 -3.0830091312449e-25 -3.0440305158707e-24
"188" 4.02715486228838e-25 -2.00327776165371e-25 -7.3479541478309e-25
"189" -3.98882853143513e-28 7.32161511505137e-28 6.40254428794108e-28
"190" 8.03670072746059e-24 -3.59760836143366e-24 4.94423975768652e-24
"191" 1.22877382270981e-25 3.16109712472258e-25 -4.82107206295595e-26
"192" 1.09193057453368e-24 -1.67253340625109e-25 -2.77431961586963e-24
"193" -1.2770188238439e-25 -2.78991072100613e-26 3.37793431541329e-25
"194" 1.08739342999459e-25 -1.53928762396904e-25 2.0754427615802e-25
"195" 3.39018328667999e-26 -2.51480738210891e-25 -7.4705484339119e-26
"196" 5.23787998877759e-18 -3.12479810320406e-18 -6.50274884026571e-18
"197" 6.60601259784678e-25 1.11888787816088e-24 4.95469157831906e-25
"198" 7.7517846316564e-29 9.0587166642343e-29 6.84246148216176e-30
"199" -1.87396976917852e-26 2.23394536124864e-25 2.32401326710061e-25
"200" 5.925162234738e-36 2.84942520331984e-36 -8.44149276745812e-37
"201" 7.34108258136536e-37 3.38851714880119e-36 2.41999111023811e-36
"202" -3.81863384341478e-25 5.50738249722326e-25 -3.99018076007447e-25
"203" 6.66302331238289e-25 8.6719564976742e-25 -7.02762252324292e-26
"204" 5.19355505441466e-26 -3.8221541108231e-25 3.26420499329324e-25
"205" -2.050538472552e-33 -7.0001876711798e-34 -1.46307296874519e-34
"206" -3.76545338587802e-25 -2.10204230012587e-24 1.72821552119446e-24
"207" 5.98103313161191e-25 -1.20052639453769e-24 -1.76953609796986e-25
"208" -1.92118199123209e-32 2.72063758569115e-32 -2.93086719910087e-32
"209" -1.03859811863072e-25 2.06544738058657e-25 2.09597080226899e-25
"210" 1.34056571885145e-24 -7.61187475331327e-25 -1.14726709470767e-24
"211" -1.14765145222845e-26 5.59470934752836e-26 5.64543231187861e-27
"212" -4.26124131123374e-26 -4.19335039978881e-26 -8.00406969702669e-26
"213" 7.64895522925065e-24 2.21810144480708e-23 -4.00788935598903e-23
"214" -1.68005460047064e-24 6.99956452886424e-25 -6.64309056476219e-25
"215" -1.61701095748391e-24 7.30210617985932e-25 -1.28740600659912e-24
"216" -5.99048305869202e-26 5.27569249760563e-26 -8.2944063037012e-26
"217" 1.54472794092967e-24 1.28201477219509e-23 -3.84281733512948e-23
"218" -6.74816966391565e-30 5.51442731661996e-30 5.38416425697714e-31
"219" -9.08221938009689e-47 -8.48781824958756e-47 -2.82219429638934e-45
"220" 8.99074181351666e-26 4.0100329246067e-26 -3.27536582654481e-26
"221" -1.82503534538921e-27 -8.23127436082979e-27 7.80787614350591e-27
"222" 1.17719125993631e-24 -2.51724607019062e-24 1.17397462018891e-24
"223" -2.88512965128045e-22 -1.88948958621385e-22 -3.65791338426796e-22
"224" 8.91797097824616e-25 1.16205015034198e-26 3.75091913958079e-25
"225" 4.11594068332718e-27 1.19681858127385e-28 -2.18080415865223e-28
"226" -1.89787669767281e-25 -8.18218338469312e-25 -5.15392008486273e-25
"227" 2.58945052194135e-26 -5.66892680317123e-27 3.97169823552122e-27
"228" -4.3178335302131e-20 -1.08567172446193e-19 -8.7383287925036e-20
"229" -1.25918279424924e-24 -7.61643120896108e-25 2.2838111852788e-24
"230" 2.6062522302769e-25 -8.26126749458677e-25 -7.30898497599028e-25
"231" -5.16718560401255e-23 5.23773461646701e-24 -1.11200321906846e-24
"232" -1.77440383425354e-25 2.33935253306444e-25 -4.87570568244675e-26
"233" 5.24459594167367e-25 -2.39144658644784e-24 -1.36510735942871e-24
"234" -1.11769290116886e-25 -1.06712953326104e-25 7.46739485264774e-26
"235" -2.73737754280645e-26 -1.30781754427046e-25 -5.07632302205933e-26
"236" 2.51793887081754e-24 1.83816077776808e-24 1.147872273182e-24
"237" -1.1698102387359e-26 4.09265107289647e-26 1.86423616703232e-26
"238" -1.13624684570546e-25 -5.91040554091391e-25 3.37786049430076e-25
"239" -1.4462053030765e-25 1.20990356009613e-25 1.10002236242198e-25
"240" 5.74650480024961e-24 -1.25502795349716e-22 -6.9112752005488e-23
"241" -9.66860486839927e-41 -1.12800281767312e-40 4.86590675141368e-41
"242" -2.01309706410267e-39 1.11388251678071e-38 -4.32679789884077e-39
"243" 2.08639765724596e-24 6.54623087823384e-25 -3.40493949836603e-25
"244" -5.11733093889358e-28 -1.00559825096431e-27 -1.00205214656978e-27
"245" 8.92938401322914e-25 -1.22942657508483e-24 -1.39843434421774e-24
"246" 8.13617217551817e-25 -2.06121717226993e-25 1.12885772852343e-24
"247" 3.39249928660419e-25 1.00524363209225e-24 -2.09814524857505e-25
"248" 2.80760983603108e-26 -7.98476159470023e-27 5.74276604067199e-26
"249" 1.16069199102976e-28 1.05213353380826e-27 8.73446929188495e-28
"250" -1.44862742935089e-25 -1.03940777248173e-25 2.10743140808699e-25
"251" -1.72158217276899e-17 1.10342541753652e-16 -9.18221788839378e-17
"252" 8.92899720774477e-25 1.27988354602543e-24 -2.23312928176212e-24
"253" -1.31566156694122e-22 4.2609238531031e-22 2.12304282951767e-22
"254" 2.12057629399779e-26 -2.36107508490784e-24 -6.03997277425141e-24
"255" -1.42783729146976e-31 -8.66246194306421e-32 2.61114061280828e-32
"256" 2.29952510021614e-26 1.59824169372986e-26 -3.98000363796118e-27
"257" -6.03612368218275e-26 -3.85288071961453e-25 2.16610072231477e-25
"258" -8.68166168868646e-25 -8.35961413878567e-25 -4.09536060549868e-25
"259" -5.33650872391719e-28 2.04856558428686e-28 -3.96214219411191e-28
"260" 4.20790407764118e-25 3.09845853131661e-26 2.78361703645793e-25
"261" 2.33176028397026e-25 2.42827969062336e-25 -7.35719239205536e-25
"262" -1.06376526576494e-25 2.25602509686534e-25 -1.82663483764105e-25
"263" 2.76574331351671e-24 -5.90147958713659e-25 1.53301105762828e-24
"264" -7.48425611026397e-25 -5.99137670489981e-25 1.29320380270092e-24
"265" 1.73087678797045e-23 1.36518748384021e-24 2.1502866088158e-24
"266" -2.73623412217238e-24 1.88384210799282e-24 -1.5686650135195e-24
"267" 1.31417036355349e-26 6.30989296739161e-26 -4.67063448262845e-26
"268" -6.08172542112993e-23 -8.47836704226524e-23 -6.36630841643161e-22
"269" 1.03551418672854e-26 2.45266702134266e-26 -1.22187017571095e-27
"270" 4.41430850481007e-25 -7.15832105005471e-24 -2.06546403633171e-25
"271" -6.65998937007873e-25 -2.69666677831397e-25 -4.08992374867581e-25
"272" -1.56448496481131e-26 7.53355779849939e-27 -5.01565497052977e-26
"273" 2.03038454135719e-25 -4.06589086665882e-25 -3.43992398876193e-26
"274" 2.04413773315037e-24 9.56331479029849e-25 -1.57999010818258e-24
"275" -5.86546083965874e-26 2.09387734989701e-24 -3.52383868893775e-24
"276" -2.77384939366124e-26 9.85308201269575e-27 -9.92289323947412e-27
"277" 4.50359503340049e-25 8.31455665489702e-26 4.44202258324979e-26
"278" 2.52849409641119e-24 7.29491465183173e-25 3.90893979595894e-25
"279" 1.79674186950847e-24 6.49196073206986e-25 1.41588286716159e-24
"280" -2.06772369208607e-30 2.7902770088292e-29 -1.20405478855036e-28
"281" 1.76749365186726e-27 -1.39606019645177e-27 -2.35465941249265e-28
"282" 2.42580803314271e-24 -2.18216868014655e-24 3.10274574509764e-24
"283" -2.66977561215582e-40 8.57961429745717e-41 -2.88886278088352e-40
"284" -5.23872079536512e-24 3.78253988555939e-24 2.14159159581867e-24
"285" 1.16276847184059e-25 1.45263537223608e-24 6.62030749363046e-25
"286" -7.09844537166692e-24 5.85908090195079e-24 9.75254593112629e-25
"287" -6.46901005154067e-26 2.73996959013344e-26 1.48058599037886e-26
"288" -9.25537289821627e-28 -1.98219278389182e-27 -1.27677289553313e-26
"289" -8.86877013568344e-26 -5.11235521654224e-26 8.43558491345551e-26
"290" 6.26253798541053e-22 1.48854853898753e-21 -3.77154273112301e-22
"291" -9.28910601023817e-25 -1.90110557652699e-25 2.14382860065592e-26
"292" -9.67362331260045e-27 1.72783443977996e-25 -2.99840421784757e-25
"293" 2.01202832264487e-24 2.72089598433988e-24 2.20732483245114e-24
"294" -6.56686969389578e-25 9.82497033205265e-27 -2.5587730008736e-25
"295" 5.66950448189636e-26 2.34941698900418e-25 1.17224500611721e-25
"296" -2.9108036085278e-23 -4.87078586056598e-24 -1.66942647871674e-23
"297" 2.03638867300874e-24 -8.12398099166139e-25 1.45827152973591e-24
"298" 1.81194769114941e-29 1.34260011600521e-27 3.69000877349725e-27
"299" 5.54480246029341e-25 -6.35182450762927e-26 -2.56809639215635e-25
"300" 2.94280027881357e-23 8.50821948247544e-24 -1.820440733814e-23
