"x"
"1" 3.84097914162075e-83
"2" 3.05452037137802e-27
"3" 1.69911477209402e-39
"4" 4.34696124725223e-16
"5" 1.93228860359557e-15
"6" 9.84703231703492e-11
"7" 1.1533288900599e-44
"8" 1.28032850453246e-20
"9" 4.3738295007022e-40
"10" 2.17589071361915e-14
"11" 7.62659399327101e-12
"12" 3.38119857406971e-27
"13" 1.76932027531164e-43
"14" 1.53486709513154e-24
"15" 1.82500724461916e-49
"16" 4.15567072701826e-22
"17" 1.96168118707275e-24
"18" 4.60278424568027e-45
"19" 3.63792793555292e-23
"20" 1.23363502668902e-09
"21" 3.15086628984852e-05
"22" 1.04881322341064e-15
"23" 7.23496822639424e-45
"24" 8.85445175234994e-47
"25" 1.43652582129234e-41
"26" 1.04197105051186e-29
"27" 1.49158872044521e-12
"28" 9.83202167285041e-45
"29" 2.55304506319674e-44
"30" 1.39819104158028e-52
