"x"
"1" 1.94095305949125e-68
"2" 5.43982057669966e-52
"3" 4.71386063468384e-48
"4" 1.06942196858243e-53
"5" 5.57184234798842e-54
"6" 4.09048189468335e-52
"7" 3.23520554449175e-81
"8" 2.43790091887018e-40
"9" 5.36757249092268e-49
"10" 1.49181027607334e-48
"11" 2.4030360980416e-49
"12" 7.21351627406453e-53
"13" 2.17976470290181e-72
"14" 1.20302825657851e-53
"15" 8.80862434731713e-66
"16" 1.54616711108308e-50
"17" 1.95703148014471e-47
"18" 8.23831565711697e-50
"19" 4.19791492780502e-48
"20" 1.0154394271306e-54
"21" 1.87085928726301e-49
"22" 1.58785656055155e-48
"23" 2.77330691978555e-33
"24" 1.80257657799165e-47
"25" 3.93846841079815e-51
"26" 1.83351916629696e-50
"27" 1.77291880783881e-52
"28" 1.09153125534813e-47
"29" 5.98895607192143e-156
"30" 2.04555952441452e-56
