"x"
"1" 0.0487505836817454
"2" 0.350038578965441
"3" 0.161677334137485
"4" 2.79458596213812
"5" 0.15248966836294
"6" 0.00835070046423815
"7" 8.99810739533217
"8" 0.133331481631817
"9" 0.401534807514797
"10" 0.51077333806599
"11" 0.0408348066642349
"12" 0.0272399727692463
"13" 18.8869291687103
"14" 0.0565901908795251
"15" 6.40837589861639
"16" 1.2891138449203
"17" 0.445603101619042
"18" 1.74761835089522
"19" 0.47534689055682
"20" 3.86573057990117
"21" 3.40508411994823
"22" 1.88300603434735
"23" 0.453099233884996
"24" 0.739175357390405
"25" 2.32127074778868
"26" 0.797812794776426
"27" 2.35471137319759
"28" 0.643038468824315
"29" 44.6802237161985
"30" 2.19827558095991
