Dimensoes;Fitness
3;0
3;0
3;0
3;1.98991811418658
3;0.99495905709329
3;0.99495905709329
3;1.05075250659662
3;0.995507233871685
3;0
3;0
3;0.99495905709329
3;0.99495905709329
3;0.99495905709329
3;0
3;1.98991811418658
3;0.99495905709329
3;0.99495905709329
3;0.99495905709329
3;0.99495905709329
3;1.32687565088005
3;0.99495905709329
3;0
3;0
3;0.99495905709329
3;0.99495905709329
3;1.98991811418658
3;1.98991811418658
3;0.99495905709329
3;0
3;0
10;31.8384312963762
10;19.8991474640528
10;19.8991407938751
10;9.94958553315504
10;29.8487010924554
10;10.9482982306824
10;22.8840129273359
10;7.95967245674635
10;23.8789921811437
10;23.8856593011129
10;3.97983622837317
10;15.9193146411401
10;13.929416723668
10;39.7982359736052
10;11.939498609482
10;13.9294167236679
10;33.828512086295
10;45.7678227855107
10;13.9294167236679
10;8.95462648456393
10;28.8537622320765
10;30.8436753084441
10;15.9193298000355
10;42.7830321751302
10;16.9142888571288
10;21.6659314493141
10;26.86384411789
10;13.0635254740977
10;11.9395036473371
10;39.7980936774844
20;67.662394323059
20;65.7738509451703
20;100.59465355387
20;68.1331561832337
20;58.7031082237675
20;44.808377645644
20;53.7319927021605
20;74.6217756315383
20;44.7872774353991
20;70.0575640225874
20;303.473900750644
20;109.885051146328
20;82.5845252839527
20;65.6670712370844
20;61.1831833055054
20;160.059855050012
20;54.7226472928734
20;88.5535662954028
20;99.4951274365963
20;78.580449988947
20;57.7290011062982
20;46.9884348291204
20;82.2820236949361
20;62.0239330693709
20;47.627752518452
20;55.7181848505765
20;26.9347558612054
20;121.268019578734
20;108.239510791689
20;44.7845369685364
30;90.1740944809779
30;89.384582998561
30;78.0413384411175
30;124.914818082973
30;142.292014383677
30;115.41683937224
30;109.192914750742
30;102.283536456007
30;207.471001557785
30;106.038844257556
30;130.363574259196
30;149.692936392829
30;393.223922236811
30;97.9214615519269
30;237.640925724888
30;102.782623981149
30;99.5067144805924
30;186.580692431118
30;103.106936447835
30;156.44754849488
30;130.43047535874
30;134.377791988969
30;70.0328424450289
30;103.969653704034
30;83.4811311470824
30;73.1448556706462
30;84.9013934675667
30;120.558939234975
30;268.211783960078
30;119.999277958964
